n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
51200,4498,336681,4498,345651,4495,350706,344346,4498,84760,4498,86331,4495,87227,86106,1002,624,1002,714,1503,591,643,74.00%,3014,786,2937,785,3196,775,782,32.20%,4327,363,4198,332,4165,329,341,5.94%
51300,4498,340757,4498,343619,4495,346043,343473,4498,86660,4498,86892,4495,86326,86626,1002,606,1002,697,1503,615,639,74.00%,3014,770,2937,789,3196,791,783,32.20%,4327,322,4198,339,4165,350,337,5.94%
51400,4498,340020,4498,345810,4495,346316,344048,4498,86643,4498,87155,4495,89945,87914,1002,606,1002,619,1503,680,635,74.00%,3014,802,2937,786,3196,822,803,32.20%,4327,327,4198,332,4165,335,331,5.94%
51500,4498,348096,4498,338717,4495,342582,343131,4498,86241,4498,87440,4495,91735,88472,1002,712,1002,580,1503,614,635,74.00%,3014,787,2937,779,3196,778,781,32.20%,4327,323,4198,325,4165,332,326,5.94%
51600,4498,338731,4498,344488,4495,343083,342100,4498,87069,4498,93696,4495,99522,93429,1002,615,1002,641,1503,689,648,74.00%,3014,781,2937,809,3196,832,807,32.20%,4327,379,4198,345,4165,338,354,5.94%
51700,4498,374990,4498,340203,4495,346345,353846,4498,86244,4498,86263,4495,86666,86391,1002,671,1002,626,1503,749,682,74.00%,3014,811,2937,790,3196,808,803,32.20%,4327,338,4198,342,4165,343,341,5.94%
51800,4498,337949,4498,346600,4495,345454,343334,4498,85188,4498,88234,4495,88441,87287,1002,716,1002,648,1503,797,720,74.00%,3014,794,2937,910,3196,792,832,32.20%,4327,337,4198,333,4165,336,335,5.94%
51900,4498,343236,4498,344706,4495,347586,345176,4498,87588,4498,88579,4495,87697,87954,1002,603,1002,693,1503,592,629,74.00%,3014,1031,2937,784,3196,771,862,32.20%,4327,342,4198,463,4165,342,382,5.94%
52000,4498,349736,4498,347005,4495,349703,348814,4498,90164,4498,87804,4495,86980,88316,1002,598,1002,598,1503,630,608,74.00%,3014,1017,2937,812,3196,942,923,32.20%,4327,336,4198,332,4165,332,333,5.94%
52100,4498,352234,4498,343675,4495,351515,349141,4498,86024,4498,86261,4495,87645,86643,1002,609,1002,669,1503,627,635,74.00%,3014,798,2937,813,3196,1068,893,32.20%,4327,338,4198,371,4165,346,351,5.94%
52200,4498,345207,4498,347650,4495,349600,347485,4498,85262,4498,87657,4495,88469,87129,1002,606,1002,759,1503,719,694,74.00%,3014,781,2937,807,3196,1119,902,32.20%,4327,338,4198,337,4165,339,338,5.94%
52300,4498,348449,4498,349090,4495,350291,349276,4498,85803,4498,86956,4495,88122,86960,1002,604,1002,631,1503,646,627,74.00%,3014,810,2937,796,3196,834,813,32.20%,4327,366,4198,332,4165,338,345,5.94%
52400,4498,350893,4498,345697,4495,351283,349291,4498,91878,4498,87045,4495,92981,90634,1002,678,1002,682,1503,754,704,74.00%,3014,938,2937,800,3196,811,849,32.20%,4327,361,4198,345,4165,346,350,5.94%
52500,4498,344798,4498,353356,4495,361447,353200,4498,87833,4498,89216,4495,89540,88863,1002,622,1002,759,1503,634,671,74.00%,3014,777,2937,832,3196,828,812,32.20%,4327,335,4198,341,4165,346,340,5.94%
52600,4498,347069,4498,354495,4495,351649,351071,4498,87178,4498,88848,4495,91496,89174,1002,638,1002,653,1503,672,654,74.00%,3014,795,2937,854,3196,941,863,32.20%,4327,338,4198,384,4165,349,357,5.94%
52700,4498,344976,4498,349347,4495,351001,348441,4498,86656,4498,88203,4495,89231,88030,1002,664,1002,624,1503,745,677,74.00%,3014,791,2937,800,3196,1067,886,32.20%,4327,340,4198,336,4165,504,393,5.94%
52800,4498,356249,4498,349649,4495,351522,352473,4498,86698,4498,87356,4495,87471,87175,1002,606,1002,844,1503,623,691,74.00%,3014,786,2937,845,3196,827,819,32.20%,4327,333,4198,351,4165,348,344,5.94%
52900,4498,346645,4498,348238,4495,354065,349649,4498,88762,4498,89910,4495,89274,89315,1002,634,1002,698,1503,645,659,74.00%,3014,824,2937,844,3196,803,823,32.20%,4327,339,4198,376,4165,607,440,5.94%
53000,4498,362977,4498,389798,4495,354431,369068,4498,142808,4498,89499,4495,90868,107725,1002,677,1002,615,1503,792,694,74.00%,3014,801,2937,800,3196,783,794,32.20%,4327,533,4198,337,4165,346,405,5.94%
53100,4498,392507,4498,349763,4495,360377,367549,4498,88603,4498,92087,4495,90489,90393,1002,636,1002,717,1503,631,661,74.00%,3014,784,2937,848,3196,809,813,32.20%,4327,335,4198,347,4165,343,341,5.94%
53200,4498,351991,4498,357346,4495,356392,355243,4498,92077,4498,92703,4495,88424,91068,1002,635,1002,609,1503,724,656,74.00%,3014,861,2937,782,3196,926,856,32.20%,4327,350,4198,335,4165,337,340,5.94%
53300,4498,352113,4498,355236,4495,355929,354426,4498,88319,4498,96751,4495,95081,93383,1002,754,1002,646,1503,639,679,74.00%,3014,814,2937,872,3196,814,833,32.20%,4327,338,4198,356,4165,368,354,5.94%
53400,4498,360307,4498,366579,4495,367823,364903,4498,89101,4498,93240,4495,88853,90398,1002,635,1002,615,1503,655,635,74.00%,3014,812,2937,879,3196,822,837,32.20%,4327,343,4198,353,4165,368,354,5.94%
53500,4498,350175,4498,364283,4495,358106,357521,4498,89344,4498,97386,4495,90999,92576,1002,644,1002,680,1503,671,665,74.00%,3014,806,2937,923,3196,810,846,32.20%,4327,343,4198,392,4165,345,360,5.94%
53600,4498,358555,4498,356969,4495,356868,357464,4498,89076,4498,91743,4495,89990,90269,1002,625,1002,792,1503,625,680,74.00%,3014,877,2937,917,3196,801,865,32.20%,4327,357,4198,627,4165,350,444,5.94%
53700,4498,356136,4498,358674,4495,360471,358427,4498,92439,4498,91491,4495,92349,92093,1002,616,1002,661,1503,632,636,74.00%,3014,870,2937,878,3196,845,864,32.20%,4327,352,4198,356,4165,346,351,5.94%
53800,4498,355594,4498,355156,4495,358731,356493,4498,89740,4498,92217,4495,93364,91773,1002,680,1002,644,1503,714,679,74.00%,3014,805,2937,849,3196,823,825,32.20%,4327,348,4198,379,4165,620,449,5.94%
53900,4498,359655,4498,361440,4495,357320,359471,4498,92858,4498,91608,4495,88711,91059,1002,665,1002,642,1503,687,664,74.00%,3014,869,2937,820,3196,831,840,32.20%,4327,376,4198,376,4165,358,370,5.94%
54000,4498,357410,4498,354021,4495,362653,358028,4498,89124,4498,90215,4495,91018,90119,1002,626,1002,637,1503,688,650,74.00%,3014,827,2937,808,3196,853,829,32.20%,4327,342,4198,348,4165,342,344,5.94%
54100,4498,355400,4498,358789,4495,364677,359622,4498,90001,4498,90851,4495,90945,90599,1002,658,1002,654,1503,721,677,74.00%,3014,829,2937,850,3196,897,858,32.20%,4327,347,4198,358,4165,402,369,5.94%
54200,4498,360096,4498,362413,4495,362507,361672,4498,89467,4498,91975,4495,105525,95655,1002,634,1002,765,1503,750,716,74.00%,3014,817,2937,1146,3196,874,945,32.20%,4327,499,4198,355,4165,347,400,5.94%
54300,4498,408916,4498,358651,4495,364353,377306,4498,88654,4498,89572,4495,89950,89392,1002,691,1002,677,1503,702,690,74.00%,3014,847,2937,825,3196,831,834,32.20%,4327,351,4198,358,4165,355,354,5.94%
54400,4498,359694,4498,362595,4495,361469,361252,4498,90132,4498,92120,4495,93257,91836,1002,809,1002,628,1503,651,696,74.00%,3014,906,2937,809,3196,826,847,32.20%,4327,354,4198,347,4165,377,359,5.94%
54500,4498,360293,4498,362432,4495,359004,360576,4498,89263,4498,95880,4495,93905,93016,1002,744,1002,744,1503,667,718,74.00%,3014,863,2937,1063,3196,901,942,32.20%,4327,362,4198,376,4165,340,359,5.94%
54600,4498,355734,4498,368576,4495,376510,366940,4498,91145,4498,91151,4495,94112,92136,1002,635,1002,671,1503,655,653,74.00%,3014,835,2937,834,3196,832,833,32.20%,4327,352,4198,344,4165,350,348,5.94%
54700,4498,361943,4498,364056,4495,365065,363688,4498,91561,4498,89820,4495,92385,91255,1002,697,1002,723,1503,625,681,74.00%,3014,846,2937,959,3196,839,881,32.20%,4327,352,4198,365,4165,353,356,5.94%
54800,4498,359423,4498,364430,4495,361472,361775,4498,90921,4498,93502,4495,94494,92972,1002,649,1002,988,1503,699,778,74.00%,3014,805,2937,884,3196,858,849,32.20%,4327,349,4198,413,4165,360,374,5.94%
54900,4498,362249,4498,363690,4495,368161,364700,4498,90971,4498,94442,4495,92162,92525,1002,631,1002,630,1503,717,659,74.00%,3014,837,2937,827,3196,850,838,32.20%,4327,352,4198,351,4165,362,355,5.94%
55000,4498,365454,4498,377652,4495,370290,371132,4498,91315,4498,92077,4495,91812,91734,1002,658,1002,690,1503,630,659,74.00%,3014,1046,2937,818,3196,818,894,32.20%,4327,478,4198,376,4165,383,412,5.94%
55100,4498,366310,4498,363279,4495,370651,366746,4498,91220,4498,95465,4495,92715,93133,1002,633,1002,665,1503,753,683,74.00%,3014,803,2937,888,3196,1282,991,32.20%,4327,353,4198,349,4165,366,356,5.94%
55200,4498,363878,4498,365291,4495,368632,365933,4498,93003,4498,95517,4495,94043,94187,1002,622,1002,682,1503,647,650,74.00%,3014,809,2937,859,3196,910,859,32.20%,4327,375,4198,365,4165,359,366,5.94%
55300,4498,366260,4498,375480,4495,369774,370504,4498,91995,4498,93599,4495,93048,92880,1002,703,1002,800,1503,686,729,74.00%,3014,834,2937,851,3196,953,879,32.20%,4327,358,4198,369,4165,438,388,5.94%
55400,4498,372254,4498,365795,4495,367706,368585,4498,93218,4498,94962,4495,93266,93815,1002,700,1002,664,1503,790,718,74.00%,3014,849,2937,815,3196,853,839,32.20%,4327,421,4198,362,4165,434,405,5.94%
55500,4498,367309,4498,380924,4495,414202,387478,4498,92561,4498,153098,4495,94734,113464,1002,646,1002,714,1503,643,667,74.00%,3014,813,2937,818,3196,812,814,32.20%,4327,351,4198,353,4165,359,354,5.94%
55600,4498,367738,4498,407890,4495,370078,381902,4498,90852,4498,95110,4495,93254,93072,1002,712,1002,704,1503,707,707,74.00%,3014,864,2937,851,3196,824,846,32.20%,4327,352,4198,346,4165,369,355,5.94%
55700,4498,407443,4498,377546,4495,372210,385733,4498,93627,4498,95300,4495,92393,93773,1002,670,1002,719,1503,658,682,74.00%,3014,834,2937,845,3196,845,841,32.20%,4327,361,4198,360,4165,357,359,5.94%
55800,4498,373193,4498,370642,4495,374952,372929,4498,94723,4498,94853,4495,92249,93941,1002,672,1002,654,1503,757,694,74.00%,3014,882,2937,832,3196,861,858,32.20%,4327,356,4198,356,4165,369,360,5.94%
55900,4498,370646,4498,368264,4495,373268,370726,4498,93284,4498,96468,4495,96010,95254,1002,656,1002,664,1503,644,654,74.00%,3014,852,2937,847,3196,839,846,32.20%,4327,366,4198,398,4165,362,375,5.94%
56000,4498,375103,4498,371734,4495,379826,375554,4498,96732,4498,93642,4495,95536,95303,1002,742,1002,712,1503,667,707,74.00%,3014,863,2937,840,3196,877,860,32.20%,4327,353,4198,360,4165,357,356,5.94%
56100,4498,378446,4498,373084,4495,376002,375844,4498,94185,4498,94667,4495,93420,94090,1002,660,1002,677,1503,802,713,74.00%,3014,844,2937,844,3196,850,846,32.20%,4327,369,4198,501,4165,368,412,5.94%
56200,4498,378942,4498,371806,4495,375655,375467,4498,95038,4498,96257,4495,96763,96019,1002,658,1002,759,1503,669,695,74.00%,3014,1086,2937,850,3196,836,924,32.20%,4327,416,4198,370,4165,361,382,5.94%
56300,4498,366791,4498,372528,4495,372549,370622,4498,94532,4498,95741,4495,94074,94782,1002,674,1002,653,1503,659,662,74.00%,3014,856,2937,912,3196,886,884,32.20%,4327,368,4198,375,4165,389,377,5.94%
56400,4498,373029,4498,373025,4495,382741,376265,4498,93614,4498,95409,4495,95316,94779,1002,700,1002,750,1503,672,707,74.00%,3014,1014,2937,1291,3196,834,1046,32.20%,4327,390,4198,526,4165,362,426,5.94%
56500,4498,370678,4498,371332,4495,376996,373002,4498,92119,4498,95021,4495,95926,94355,1002,654,1002,680,1503,671,668,74.00%,3014,826,2937,855,3196,887,856,32.20%,4327,355,4198,369,4165,390,371,5.94%
56600,4498,373261,4498,376039,4495,379492,376264,4498,95272,4498,97070,4495,95832,96058,1002,679,1002,661,1503,647,662,74.00%,3014,828,2937,864,3196,857,849,32.20%,4327,357,4198,363,4165,364,361,5.94%
56700,4498,373573,4498,366365,4499,420228,386722,4498,94672,4498,105000,4499,94464,98045,1002,678,1002,1092,1503,685,818,74.01%,3014,864,2937,997,3196,860,907,32.22%,4327,387,4198,379,4165,366,377,5.97%
56800,4498,383034,4498,370558,4499,379236,377609,4498,92387,4498,96681,4499,97486,95518,1002,673,1002,677,1503,810,720,74.01%,3014,826,2937,962,3196,862,883,32.22%,4327,357,4198,429,4165,842,542,5.97%
56900,4498,380246,4498,419174,4499,387070,395496,4498,96107,4498,94552,4499,95016,95225,1002,695,1002,742,1503,646,694,74.01%,3014,840,2937,870,3196,819,843,32.22%,4327,362,4198,375,4165,376,371,5.97%
57000,4498,419384,4498,381719,4499,377679,392927,4498,95477,4498,98203,4499,97672,97117,1002,682,1002,734,1503,666,694,74.01%,3014,842,2937,854,3196,864,853,32.22%,4327,375,4198,371,4165,366,370,5.97%
57100,4498,381766,4498,381035,4499,393856,385552,4498,100177,4498,98223,4499,98926,99108,1002,679,1002,744,1503,710,711,74.01%,3014,1036,2937,890,3196,860,928,32.22%,4327,469,4198,539,4165,367,458,5.97%
57200,4498,378551,4498,425949,4499,386861,397120,4498,98926,4498,100907,4499,95312,98381,1002,686,1002,673,1503,711,690,74.01%,3014,954,2937,865,3196,886,901,32.22%,4327,376,4198,379,4165,384,379,5.97%
57300,4498,382383,4498,388169,4499,385596,385382,4498,97777,4498,101402,4499,99341,99506,1002,685,1002,683,1503,791,719,74.01%,3014,860,2937,883,3196,885,876,32.22%,4327,367,4198,375,4165,391,377,5.97%
57400,4498,379275,4498,381563,4499,384388,381742,4498,96513,4498,97895,4499,94840,96416,1002,816,1002,684,1503,768,756,74.01%,3014,879,2937,884,3196,863,875,32.22%,4327,367,4198,372,4165,377,372,5.97%
57500,4498,398218,4498,383846,4499,393342,391802,4498,97159,4498,96379,4499,96800,96779,1002,659,1002,742,1503,659,686,74.01%,3014,848,2937,864,3196,846,852,32.22%,4327,370,4198,478,4165,368,405,5.97%
57600,4498,385623,4498,385061,4499,383449,384711,4498,100388,4498,100411,4499,100462,100420,1002,655,1002,683,1503,676,671,74.01%,3014,844,2937,840,3196,902,862,32.22%,4327,371,4198,379,4165,376,375,5.97%
57700,4498,381737,4498,383517,4499,387465,384239,4498,96585,4498,100959,4499,101263,99602,1002,731,1002,678,1503,685,698,74.01%,3014,859,2937,863,3196,870,864,32.22%,4327,375,4198,385,4165,367,375,5.97%
57800,4498,380690,4498,384415,4509,385151,383418,4498,96536,4498,102638,4509,100542,99905,1002,752,1002,694,1503,691,712,74.04%,3014,842,2937,893,3196,926,887,32.27%,4327,364,4198,392,4165,383,379,6.03%
57900,4498,383265,4498,385673,4509,430472,399803,4498,99553,4498,108976,4509,98878,102469,1002,653,1002,726,1503,770,716,74.04%,3014,855,2937,843,3196,1148,948,32.27%,4327,371,4198,368,4165,394,377,6.03%
58000,4498,440258,4498,393880,4509,391612,408583,4498,99194,4498,100753,4509,97156,99034,1002,778,1002,665,1503,684,709,74.04%,3014,874,2937,856,3196,962,897,32.27%,4327,381,4198,368,4165,391,380,6.03%
58100,4498,388404,4498,387956,4509,391106,389155,4498,96957,4498,98403,4509,106843,100734,1002,772,1002,679,1503,740,730,74.04%,3014,908,2937,859,3196,935,900,32.27%,4327,406,4198,376,4165,400,394,6.03%
58200,4498,392829,4498,385218,4509,390895,389647,4498,98210,4498,101454,4509,97097,98920,1002,698,1002,680,1503,907,761,74.04%,3014,885,2937,860,3196,918,887,32.27%,4327,405,4198,382,4165,377,388,6.03%
58300,4498,403332,4498,395732,4509,394851,397971,4498,104114,4498,100779,4509,99423,101438,1002,732,1002,848,1503,682,754,74.04%,3014,946,2937,880,3196,871,899,32.27%,4327,401,4198,378,4165,378,385,6.03%
58400,4498,392099,4498,385292,4509,401117,392836,4498,100667,4498,102059,4509,96825,99850,1002,685,1002,671,1503,711,689,74.04%,3014,884,2937,856,3196,878,872,32.27%,4327,382,4198,385,4165,507,424,6.03%
58500,4498,387996,4498,398190,4509,397015,394400,4498,96641,4498,102190,4509,98094,98975,1002,674,1002,705,1503,656,678,74.04%,3014,861,2937,991,3196,863,905,32.27%,4327,368,4198,382,4165,378,376,6.03%
58600,4498,390098,4498,388685,4509,395426,391403,4498,101701,4498,100348,4509,100930,100993,1002,696,1002,711,1503,700,702,74.04%,3014,859,2937,897,3196,916,890,32.27%,4327,375,4198,372,4165,385,377,6.03%
58700,4498,390801,4498,394433,4509,401229,395487,4498,100556,4498,100550,4509,100520,100542,1002,690,1002,698,1503,666,684,74.04%,3014,877,2937,911,3196,853,880,32.27%,4327,377,4198,869,4165,378,541,6.03%
58800,4498,391748,4498,391551,4509,400887,394728,4498,101413,4498,102842,4509,102932,102395,1002,735,1002,682,1503,689,702,74.04%,3014,979,2937,844,3196,887,903,32.27%,4327,402,4198,372,4165,391,388,6.03%
58900,4498,395781,4498,393902,4509,393814,394499,4498,102497,4498,103776,4509,102078,102783,1002,717,1002,1397,1503,716,943,74.04%,3014,882,2937,1267,3196,912,1020,32.27%,4327,396,4198,388,4165,374,386,6.03%
59000,4498,390552,4498,393800,4509,398936,394429,4498,99926,4498,102296,4509,99816,100679,1002,689,1002,705,1503,709,701,74.04%,3014,876,2937,870,3196,938,894,32.27%,4327,378,4198,379,4165,786,514,6.03%
59100,4498,394456,4498,407984,4509,394190,398876,4498,102753,4498,145526,4509,109329,119202,1002,711,1002,741,1503,676,709,74.04%,3014,893,2937,915,3196,1073,960,32.27%,4327,378,4198,409,4165,421,402,6.03%
59200,4498,407305,4498,438415,4509,400215,415311,4498,101739,4498,103954,4509,101280,102324,1002,674,1002,741,1503,795,736,74.04%,3014,852,2937,1001,3196,930,927,32.27%,4327,372,4198,385,4165,404,387,6.03%
59300,4498,437753,4498,400350,4509,396215,411439,4498,100789,4498,102245,4509,97774,100269,1002,768,1002,790,1503,719,759,74.04%,3014,920,2937,948,3196,881,916,32.27%,4327,386,4198,399,4165,381,388,6.03%
59400,4498,400942,4498,396323,4509,396545,397936,4498,102015,4498,100631,4509,104448,102364,1002,681,1002,732,1503,684,699,74.04%,3014,1043,2937,928,3196,894,955,32.27%,4327,392,4198,475,4165,405,424,6.03%
59500,4498,395137,4498,405456,4509,399499,400030,4498,99115,4498,100983,4509,99623,99907,1002,835,1002,728,1503,719,760,74.04%,3014,970,2937,957,3196,874,933,32.27%,4327,416,4198,396,4165,381,397,6.03%
59600,4498,396976,4498,396781,4509,403025,398927,4498,99596,4498,101678,4509,99876,100383,1002,728,1002,716,1503,719,721,74.04%,3014,871,2937,894,3196,874,879,32.27%,4327,384,4198,394,4165,390,389,6.03%
59700,4498,393873,4498,401910,4509,397195,397659,4498,99183,4498,106735,4509,100976,102298,1002,698,1002,763,1503,695,718,74.04%,3014,951,2937,919,3196,885,918,32.27%,4327,386,4198,383,4165,395,388,6.03%
59800,4498,398777,4498,400072,4509,414084,404311,4498,99945,4498,103133,4509,100371,101149,1002,694,1002,695,1503,706,698,74.04%,3014,856,2937,867,3196,903,875,32.27%,4327,376,4198,383,4165,388,382,6.03%
59900,4498,397771,4498,398430,4509,400769,398990,4498,100669,4498,104147,4509,100219,101678,1002,731,1002,688,1503,696,705,74.04%,3014,891,2937,898,3196,871,886,32.27%,4327,386,4198,386,4165,383,385,6.03%
60000,4498,403914,4498,401174,4509,404731,403273,4498,101124,4498,103987,4509,103789,102966,1002,699,1002,708,1503,685,697,74.04%,3014,936,2937,889,3196,869,898,32.27%,4327,398,4198,396,4165,616,470,6.03%
60100,4498,400155,4498,409318,4509,402507,403993,4498,101940,4498,103387,4509,105980,103769,1002,882,1002,693,1503,712,762,74.04%,3014,1274,2937,1439,3196,887,1200,32.27%,4327,394,4198,480,4165,385,419,6.03%
60200,4498,407014,4498,398363,4509,405037,403471,4498,103687,4498,102145,4509,116086,107306,1002,714,1002,706,1503,873,764,74.04%,3014,988,2937,975,3196,1043,1002,32.27%,4327,404,4198,389,4165,397,396,6.03%
60300,4498,439558,4498,405455,4509,407640,417551,4498,104340,4498,104258,4509,101720,103439,1002,747,1002,724,1503,709,726,74.04%,3014,889,2937,972,3196,894,918,32.27%,4327,389,4198,449,4165,398,412,6.03%
60400,4498,403400,4498,404167,4509,409335,405634,4498,102835,4498,102113,4509,103803,102917,1002,707,1002,833,1503,748,762,74.04%,3014,896,2937,877,3196,893,888,32.27%,4327,388,4198,383,4165,388,386,6.03%
60500,4498,401088,4498,410579,4509,405050,405572,4498,104909,4498,104665,4509,103683,104419,1002,690,1002,676,1503,997,787,74.04%,3014,893,2937,901,3196,1516,1103,32.27%,4327,400,4198,383,4165,404,395,6.03%
60600,4498,407628,4498,406721,4509,414974,409774,4498,103161,4498,104177,4509,101890,103076,1002,823,1002,728,1503,688,746,74.04%,3014,868,2937,921,3196,905,898,32.27%,4327,385,4198,447,4165,399,410,6.03%
60700,4498,406099,4498,402905,4509,407905,405636,4498,103199,4498,105202,4509,102642,103681,1002,692,1002,714,1503,794,733,74.04%,3014,894,2937,919,3196,929,914,32.27%,4327,399,4198,405,4165,415,406,6.03%
60800,4498,407535,4498,406616,4509,410446,408199,4498,104241,4498,105199,4509,101845,103761,1002,693,1002,733,1503,722,716,74.04%,3014,874,2937,986,3196,884,914,32.27%,4327,382,4198,430,4165,388,400,6.03%
60900,4498,407229,4498,406168,4509,409261,407552,4498,103057,4498,103867,4509,105028,103984,1002,690,1002,730,1503,752,724,74.04%,3014,885,2937,944,3196,1011,946,32.27%,4327,390,4198,402,4165,579,457,6.03%
61000,4498,403348,4498,403829,4509,413187,406788,4498,103480,4498,106502,4509,100726,103569,1002,923,1002,708,1503,737,789,74.04%,3014,1033,2937,918,3196,906,952,32.27%,4327,403,4198,403,4165,432,412,6.03%
61100,4498,409755,4498,410025,4509,411776,410518,4498,102267,4498,105862,4509,109583,105904,1002,738,1002,728,1503,780,748,74.04%,3014,1082,2937,945,3196,953,993,32.27%,4327,481,4198,417,4165,418,438,6.03%
61200,4498,410192,4498,409069,4509,407540,408933,4498,103843,4498,109347,4509,105808,106332,1002,719,1002,736,1503,717,724,74.04%,3014,968,2937,896,3196,891,918,32.27%,4327,398,4198,387,4165,391,392,6.03%
61300,4498,410329,4498,411074,4509,412442,411281,4498,103437,4498,103834,4509,108091,105120,1002,713,1002,741,1503,719,724,74.04%,3014,893,2937,901,3196,942,912,32.27%,4327,396,4198,421,4165,396,404,6.03%
61400,4498,406399,4498,458875,4509,409774,425016,4498,118308,4498,116454,4509,107590,114117,1002,786,1002,1287,1503,746,939,74.04%,3014,1079,2937,889,3196,887,951,32.27%,4327,524,4198,388,4165,393,435,6.03%
61500,4498,418530,4498,460019,4509,411715,430088,4498,104658,4498,113014,4509,103355,107009,1002,744,1002,760,1503,744,749,74.04%,3014,893,2937,899,3196,907,899,32.27%,4327,390,4198,395,4165,396,393,6.03%
61600,4498,468766,4498,410145,4509,409301,429404,4498,109421,4498,107621,4509,107880,108307,1002,764,1002,768,1503,714,748,74.04%,3014,907,2937,896,3196,887,896,32.27%,4327,399,4198,398,4165,391,396,6.03%
61700,4498,415526,4498,419359,4509,409878,414921,4498,108738,4498,106613,4509,106029,107126,1002,760,1002,724,1503,714,732,74.04%,3014,965,2937,889,3196,928,927,32.27%,4327,487,4198,393,4165,400,426,6.03%
61800,4498,415864,4498,419008,4509,412062,415644,4498,109100,4498,107195,4509,108335,108210,1002,815,1002,715,1503,702,744,74.04%,3014,971,2937,909,3196,880,920,32.27%,4327,428,4198,490,4165,393,437,6.03%
61900,4498,413264,4498,415593,4509,413575,414144,4498,105260,4498,104058,4509,107457,105591,1002,721,1002,718,1503,696,711,74.04%,3014,1084,2937,933,3196,883,966,32.27%,4327,404,4198,427,4165,392,407,6.03%
62000,4498,415082,4498,413965,4509,416510,415185,4498,105200,4498,108208,4509,107239,106882,1002,790,1002,721,1503,751,754,74.04%,3014,914,2937,893,3196,973,926,32.27%,4327,401,4198,392,4165,408,400,6.03%
62100,4500,414414,4498,423076,4509,415941,417810,4500,106110,4498,105895,4509,107557,106520,1002,798,1002,716,1503,725,746,74.04%,3014,913,2937,919,3196,963,931,32.28%,4327,399,4198,400,4165,418,405,6.05%
62200,4500,411465,4498,416864,4509,413673,414000,4500,104287,4498,109482,4509,106225,106664,1002,714,1002,764,1503,745,741,74.04%,3014,910,2937,924,3196,1012,948,32.28%,4327,450,4198,417,4165,402,423,6.05%
62300,4500,416224,4498,425204,4509,415920,419116,4500,107305,4498,108634,4509,110167,108702,1002,746,1002,736,1503,769,750,74.04%,3014,936,2937,978,3196,907,940,32.28%,4327,409,4198,397,4165,442,416,6.05%
62400,4500,418122,4498,417967,4509,420685,418924,4500,110056,4498,110408,4509,109971,110145,1002,743,1002,708,1503,742,731,74.04%,3014,991,2937,916,3196,905,937,32.28%,4327,399,4198,403,4165,400,400,6.05%
62500,4500,420429,4498,430752,4509,467573,439584,4500,106122,4498,153437,4509,103334,120964,1002,727,1002,889,1503,768,794,74.04%,3014,979,2937,943,3196,906,942,32.28%,4327,408,4198,411,4165,400,406,6.05%
62600,4500,464179,4498,416500,4509,418826,433168,4500,106499,4498,108750,4509,110595,108614,1002,714,1002,1106,1503,756,858,74.04%,3014,911,2937,1906,3196,909,1242,32.28%,4327,406,4198,405,4165,863,558,6.05%
62700,4500,415969,4498,419500,4509,430654,422041,4500,106754,4498,110005,4509,107679,108146,1002,746,1002,733,1503,719,732,74.04%,3014,989,2937,958,3196,923,956,32.28%,4327,409,4198,402,4165,435,415,6.05%
62800,4500,419117,4498,421339,4509,419494,419983,4500,105027,4498,107646,4509,105737,106136,1002,731,1002,817,1503,764,770,74.04%,3014,947,2937,918,3196,914,926,32.28%,4327,415,4198,416,4165,396,409,6.05%
62900,4500,424717,4498,424079,4509,421444,423413,4500,108700,4498,106608,4509,108425,107911,1002,871,1002,740,1503,711,774,74.04%,3014,1009,2937,1263,3196,890,1054,32.28%,4327,410,4198,447,4165,396,417,6.05%
63000,4500,420351,4498,423702,4509,420171,421408,4500,106912,4498,113397,4509,109060,109789,1002,747,1002,729,1503,819,765,74.04%,3014,999,2937,901,3196,1013,971,32.28%,4327,421,4198,405,4165,439,421,6.05%
63100,4500,456616,4498,439344,4509,426507,440822,4500,111501,4498,111559,4509,107965,110341,1002,776,1002,766,1503,750,764,74.04%,3014,969,2937,977,3196,917,954,32.28%,4327,412,4198,412,4165,402,408,6.05%
63200,4500,423616,4498,423055,4509,425667,424112,4500,110494,4498,110194,4509,106675,109121,1002,755,1002,751,1503,773,759,74.04%,3014,1044,2937,923,3196,955,974,32.28%,4327,446,4198,614,4165,427,495,6.05%
63300,4500,422656,4498,423612,4509,424339,423535,4500,108613,4498,113971,4509,107732,110105,1002,772,1002,863,1503,763,799,74.04%,3014,923,2937,919,3196,964,935,32.28%,4327,407,4198,1102,4165,421,643,6.05%
63400,4500,441348,4498,418540,4509,426554,428814,4500,108813,4498,108430,4509,108837,108693,1002,773,1002,736,1503,711,740,74.04%,3014,987,2937,936,3196,888,937,32.28%,4327,398,4198,416,4165,404,406,6.05%
